fips,country,state,county,level,lat,locationId,long,population,metrics.testPositivityRatio,metrics.testPositivityRatioDetails.source,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,unused1,unused2,metrics.icuCapacityRatio,riskLevels.overall,riskLevels.testPositivityRatio,riskLevels.caseDensity,riskLevels.contactTracerCapacityRatio,riskLevels.infectionRate,unused3,riskLevels.icuCapacityRatio,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,unused4,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,unused5,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,lastUpdatedDate,url,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered,cdcTransmissionLevel,actuals.vaccinationsAdditionalDose,metrics.vaccinationsAdditionalDoseRatio,metrics.weeklyNewCasesPer100k,hsa,hsaPopulation,actuals.hsaHospitalBeds.capacity,actuals.hsaHospitalBeds.currentUsageTotal,actuals.hsaHospitalBeds.currentUsageCovid,actuals.hsaIcuBeds.capacity,actuals.hsaIcuBeds.currentUsageTotal,actuals.hsaIcuBeds.currentUsageCovid,metrics.bedsWithCovidPatientsRatio,hsaName,actuals.hospitalBeds.weeklyCovidAdmissions,actuals.hsaHospitalBeds.weeklyCovidAdmissions,metrics.weeklyCovidAdmissionsPer100k,communityLevels.cdcCommunityLevel,communityLevels.canCommunityLevel,actuals.vaccinationsFall2022BivalentBooster,metrics.vaccinationsFall2022BivalentBoosterRatio
10100,US,,,cbsa,,iso1:us#cbsa:10100,,42668,0.452,other,22.4,,1.18,0.63,,,,3,3,2,4,2,,4,13025,150,,,,131,53,3,,,,,,0,,30324,25361,2023-02-11,,0.711,0.594,0,,3,12863,0.301,157.0,,,356,133,7,32,8,1,0.023,,12,10,12.5,,1,6422,0.151
10140,US,,,cbsa,,iso1:us#cbsa:10140,,75061,0.074,other,5.1,,0.9,0.72,,,1.0,1,1,1,4,0,,3,20296,249,,,,51,48,1,,6,6,0,,27,,51887,47640,2023-02-11,,0.691,0.635,1,,1,25246,0.336,36.0,,,648,543,20,59,49,0,0.032,,5,20,4.7,,0,11788,0.157
10180,US,,,cbsa,,iso1:us#cbsa:10180,,172060,,other,13.7,,,,,,,2,4,2,4,4,,4,52771,966,,,,,,,,,,,,29,,99835,85705,2023-02-11,,0.58,0.498,2,,2,33318,0.194,95.9,,,966,912,36,54,54,1,0.025,,,48,7.6,,0,12867,0.075
10220,US,,,cbsa,,iso1:us#cbsa:10220,,38284,0.258,other,34.3,,1.09,0.36,,,0.83,3,3,3,4,1,,2,16411,169,,,,114,59,10,,12,10,1,,92,,25034,20412,2023-02-11,,0.654,0.533,0,,3,8255,0.216,240.3,,,142,74,10,12,10,1,0.047,,8,8,14.8,,2,3482,0.091
10300,US,,,cbsa,,iso1:us#cbsa:10300,,98451,0.062,other,5.1,,0.68,0.58,,,0.86,1,1,1,4,0,,3,32122,371,,,,39,30,1,,7,6,1,,0,,56185,53592,2023-02-11,,0.571,0.544,0,,1,29052,0.295,35.6,,,460,295,7,104,86,3,0.015,,4,6,2.3,,0,9141,0.093
10380,US,,,cbsa,,iso1:us#cbsa:10380,,289289,0.148,other,14.3,,0.7,0.19,,,,2,2,2,4,0,,4,104536,,,,,,,,,,,,,53,,253706,237800,2023-02-11,,0.877,0.822,,,3,151374,0.523,100.2,,,,,,,,,0.022,,,,1.4,,0,16357,0.057
10420,US,,,cbsa,,iso1:us#cbsa:10420,,703479,0.094,other,11.8,,1.19,0.17,,,0.82,2,1,2,4,2,,2,185390,2333,,,,794,641,29,,77,63,8,,579,,482650,452372,2023-02-11,,0.686,0.643,4,,2,269952,0.384,82.3,,,1902,1540,75,178,140,17,0.046,,44,116,10.1,,1,125002,0.178
10460,US,,,cbsa,,iso1:us#cbsa:10460,,67490,0.049,other,4.0,,0.73,0.81,,,1.0,1,1,1,4,0,,3,19197,226,,,,78,53,1,,5,5,0,,2,,31460,27575,2023-02-11,,0.466,0.409,0,,1,,,28.2,,,106,64,1,8,8,0,0.018,,8,4,1.1,,0,,
10500,US,,,cbsa,,iso1:us#cbsa:10500,,146726,0.124,other,12.7,,0.97,0.32,,,,2,2,2,4,1,,4,41171,877,,,,,,,,,,,,0,,83763,73057,2023-02-11,,0.571,0.498,0,,3,31296,0.213,88.6,,,1682,1538,72,152,144,10,0.039,,,100,6.8,,0,9758,0.067
10540,US,,,cbsa,,iso1:us#cbsa:10540,,129749,0.061,other,7.0,,0.94,0.51,,,0.53,1,1,1,4,1,,0,33035,329,,,,151,77,2,,17,9,2,,0,,81547,74155,2023-02-11,,0.628,0.572,0,,1,41002,0.316,49.3,,,323,245,6,37,27,1,0.025,,5,6,4.0,,0,17656,0.136
10580,US,,,cbsa,,iso1:us#cbsa:10580,,880381,0.12,other,13.3,,0.99,0.14,,,0.73,2,2,2,4,1,,1,231809,1798,,,,2031,1633,119,,171,124,13,,155,,764017,677689,2023-02-11,,0.868,0.77,1,,3,412872,0.469,93.3,,,2655,1976,137,195,126,29,0.061,,106,172,14.5,,1,201628,0.229
10620,US,,,cbsa,,iso1:us#cbsa:10620,,62806,0.077,other,10.7,,0.75,0.45,,,0.56,2,1,2,4,0,,0,23859,291,,,,117,62,2,,10,5,0,,0,,29728,28047,2023-02-11,,0.473,0.447,0,,2,15810,0.252,74.8,,,905,679,42,96,85,5,0.047,,4,39,9.0,,0,,
10660,US,,,cbsa,,iso1:us#cbsa:10660,,30281,0.148,other,8.5,,0.86,0.8,,,0.86,2,2,1,4,0,,3,10516,90,,,,61,49,4,,7,6,1,,18,,19167,18067,2023-02-11,,0.633,0.597,0,,3,11378,0.376,59.4,,,61,49,4,7,6,1,0.032,,5,5,6.8,,0,6072,0.201
10700,US,,,cbsa,,iso1:us#cbsa:10700,,96774,0.144,other,15.4,,0.91,0.35,,,0.89,2,2,2,4,1,,3,32645,408,,,,160,109,4,,18,16,0,,0,,55584,45848,2023-02-11,,0.574,0.474,0,,3,17286,0.179,107.5,,,351,251,5,46,44,4,0.028,,4,22,6.7,,0,5143,0.053
10740,US,,,cbsa,,iso1:us#cbsa:10740,,918018,0.062,other,6.4,,1.04,0.18,,,,1,1,1,4,1,,4,268642,3128,,,,,,,,,,,,88,,649772,577734,2023-02-11,,0.708,0.629,2,,1,,,45.0,,,7914,6397,166,777,705,26,0.023,,,112,3.8,,0,,
10760,US,,,cbsa,,iso1:us#cbsa:10760,,51030,0.12,other,12.3,,0.75,0.5,,,,2,2,2,4,0,,4,18211,315,,,,,,,,,,,,0,,24320,20519,2023-02-11,,0.477,0.402,0,,3,9227,0.181,86.2,,,572,380,14,50,48,2,0.011,,,18,2.5,,0,3031,0.059
10780,US,,,cbsa,,iso1:us#cbsa:10780,,152037,0.144,other,12.3,,1.18,0.36,,,,2,2,2,4,2,,4,49572,710,,,,,,,,,,,,0,,88355,76709,2023-02-11,,0.581,0.505,0,,3,31530,0.207,86.1,,,1458,937,26,164,107,4,0.02,,,23,8.3,,0,8720,0.057
10820,US,,,cbsa,,iso1:us#cbsa:10820,,38141,0.187,other,15.7,,0.91,0.64,,,0.43,2,2,2,4,1,,0,13235,139,,,,48,26,1,,4,1,1,,42,,24203,22654,2023-02-11,,0.635,0.594,2,,3,14958,0.392,110.1,,,75,35,2,4,1,1,0.046,,5,5,13.5,,1,8728,0.229
10860,US,,,cbsa,,iso1:us#cbsa:10860,,51639,0.161,other,19.6,,1.04,0.55,,,,2,2,2,4,1,,4,18475,299,,,,,,,,,,,,0,,35023,29466,2023-02-11,,0.678,0.571,0,,3,12640,0.245,137.5,,,1004,667,31,90,62,4,0.044,,,51,16.6,,1,4751,0.092
10900,US,,,cbsa,,iso1:us#cbsa:10900,,844052,0.113,other,10.8,,0.97,0.14,,,0.52,2,2,2,4,1,,0,261948,3328,,,,2035,1617,43,,243,127,17,,19,,678563,602235,2023-02-11,,0.804,0.714,0,,3,303223,0.359,75.4,,,6719,5353,124,765,432,26,0.025,,77,224,9.9,,0,,
10940,US,,,cbsa,,iso1:us#cbsa:10940,,40711,0.057,other,9.8,,0.8,0.67,,,0.8,1,1,1,4,0,,1,15765,212,,,,81,39,2,,18,14,0,,0,,19207,19118,2023-02-11,,0.472,0.47,0,,2,11059,0.272,68.8,,,1790,1478,75,168,140,4,0.041,,6,35,7.6,,0,2849,0.07
10980,US,,,cbsa,,iso1:us#cbsa:10980,,28405,0.092,other,8.0,,1.01,0.8,,,0.67,1,1,1,4,1,,0,6480,158,,,,43,34,1,,4,2,0,,0,,16260,16190,2023-02-11,,0.572,0.57,0,,2,9788,0.345,56.3,,,43,34,1,4,2,0,0.026,,6,6,6.6,,0,3402,0.12
11020,US,,,cbsa,,iso1:us#cbsa:11020,,121829,0.094,other,7.9,,0.88,0.53,,,0.9,1,1,1,4,0,,3,34816,684,,,,407,211,6,,141,127,2,,0,,71636,63999,2023-02-11,,0.588,0.525,0,,2,30965,0.254,55.0,,,938,524,20,180,146,2,0.023,,5,9,4.8,,0,,
11060,US,,,cbsa,,iso1:us#cbsa:11060,,24530,0.182,other,19.8,,0.98,0.63,,,1.0,2,2,2,4,1,,3,8189,114,,,,36,29,2,,4,4,0,,34,,16033,13759,2023-02-11,,0.654,0.561,1,,3,5536,0.226,138.6,,,72,48,2,4,4,0,0.03,,4,4,15.2,,1,2150,0.088
11100,US,,,cbsa,,iso1:us#cbsa:11100,,265053,0.141,other,5.7,,0.79,0.44,,,,2,2,1,4,0,,4,92476,1379,,,,,,,,,,,,91,,145388,124857,2023-02-11,,0.549,0.471,0,,3,48921,0.185,40.1,,,236,56,95,432,416,13,0.024,,,110,5.7,,0,18138,0.068
11140,US,,,cbsa,,iso1:us#cbsa:11140,,34781,,other,13.6,,0.84,0.67,,,,2,4,2,4,0,,4,10083,199,,,,,,,,,,,,0,,20418,17826,2023-02-11,,0.587,0.513,0,,2,7940,0.228,94.9,,,506,388,46,60,46,8,0.03,,,35,7.8,,0,2472,0.071
11180,US,,,cbsa,,iso1:us#cbsa:11180,,123351,,other,7.5,,0.99,0.55,,,,1,4,1,4,1,,4,29604,174,,,,202,139,5,,,,,,0,,88150,81276,2023-02-11,,0.715,0.659,0,,2,50119,0.406,52.7,,,568,329,8,36,20,1,0.013,,19,10,1.2,,0,28062,0.227
11220,US,,,cbsa,,iso1:us#cbsa:11220,,49221,0.212,other,16.3,,0.86,0.62,,,0.71,3,3,2,4,0,,1,15021,234,,,,108,63,4,,7,5,0,,5,,37180,33943,2023-02-11,,0.755,0.69,1,,3,19525,0.397,113.8,,,139,87,4,14,12,1,0.033,,6,17,5.8,,0,7856,0.16
11260,US,,,cbsa,,iso1:us#cbsa:11260,,396317,0.147,other,9.6,,1.11,0.24,,,0.87,2,2,1,4,2,,3,163217,848,,,,1026,902,36,,106,93,3,,0,,281783,250377,2023-02-11,,0.711,0.632,0,,3,122860,0.31,66.9,,,556,396,27,52,46,9,0.039,,32,64,6.4,,0,51618,0.13
11380,US,,,cbsa,,iso1:us#cbsa:11380,,18705,0.333,other,22.9,,0.89,0.77,,,,3,3,2,4,0,,4,5053,74,,,,37,10,0,,1,1,0,,0,,9548,8461,2023-02-11,,0.51,0.452,0,,3,3133,0.167,160.4,,,11,11,0,1,0,2,0.004,,4,11,0.9,,0,540,0.029
11420,US,,,cbsa,,iso1:us#cbsa:11420,,34594,0.316,other,11.1,,1.04,0.81,,,,3,3,2,4,1,,4,11400,125,,,,25,14,0,,1,1,,,0,,18719,17094,2023-02-11,,0.541,0.494,0,,3,9135,0.264,78.0,,,1471,1126,11,299,223,8,0.01,,5,9,3.3,,0,3596,0.104
11460,US,,,cbsa,,iso1:us#cbsa:11460,,367601,0.074,other,8.0,,0.78,0.27,,,0.87,1,1,1,4,0,,3,109306,648,,,,1672,1547,46,,171,148,2,,40,,284675,271151,2023-02-11,,0.774,0.738,1,,2,173437,0.472,56.0,,,8580,6842,264,899,732,29,0.032,,51,184,6.8,,0,55257,0.15
11500,US,,,cbsa,,iso1:us#cbsa:11500,,113605,0.183,other,20.9,,1.05,0.27,,,0.95,2,2,2,4,1,,3,40956,674,,,,247,227,17,,22,21,0,,0,,67031,55511,2023-02-11,,0.59,0.489,0,,3,21912,0.193,146.1,,,554,503,27,48,44,0,0.047,,11,14,8.6,,0,7196,0.063
11540,US,,,cbsa,,iso1:us#cbsa:11540,,237974,0.085,other,8.5,,1.05,0.36,,,,1,1,1,4,1,,4,81077,583,,,,361,301,12,,,,,,31,,165939,154344,2023-02-11,,0.697,0.649,0,,2,95194,0.4,59.3,,,673,461,17,63,39,1,0.027,,31,25,10.3,,1,45195,0.19
11580,US,,,cbsa,,iso1:us#cbsa:11580,,38001,0.086,other,8.5,,0.91,0.84,,,0.54,1,1,1,4,1,,0,11158,174,,,,32,21,0,,8,4,0,,0,,23027,18529,2023-02-11,,0.606,0.488,0,,2,6696,0.176,59.2,,,946,764,44,85,70,4,0.036,,4,49,10.1,,1,1995,0.052
11620,US,,,cbsa,,iso1:us#cbsa:11620,,58364,0.105,other,22.8,,0.96,0.38,,,,2,2,2,4,1,,4,23157,320,,,,189,114,12,,,,,,93,,32936,26699,2023-02-11,,0.564,0.457,0,,3,11025,0.189,159.3,,,438,258,16,26,16,2,0.046,,10,18,6.9,,0,4016,0.069
11640,US,,,cbsa,,iso1:us#cbsa:11640,,174606,0.144,other,13.3,,0.74,0.23,,,,2,2,2,4,0,,4,62673,,,,,,,,,,,,,34,,,,2023-02-11,,,,,,3,,,92.8,,,,,,,,,0.022,,,,1.4,,0,,
11660,US,,,cbsa,,iso1:us#cbsa:11660,,22320,0.109,other,7.9,,0.89,0.99,,,,2,2,1,4,0,,4,6381,92,,,,20,9,1,,0,0,0,,4,,13212,11386,2023-02-11,,0.592,0.51,1,,3,5333,0.239,55.3,,,449,311,12,38,32,2,0.017,,4,14,3.4,,0,2135,0.096
11700,US,,,cbsa,,iso1:us#cbsa:11700,,462680,0.132,other,14.9,,1.02,0.17,,,0.83,2,2,2,4,1,,2,126489,1428,,,,1182,962,35,,102,85,8,,0,,310374,296175,2023-02-11,,0.671,0.64,0,,3,190022,0.411,104.0,,,4092,3325,108,364,290,9,0.027,,32,60,2.2,,0,,
11740,US,,,cbsa,,iso1:us#cbsa:11740,,53484,0.066,other,7.7,,0.82,0.8,,,0.83,1,1,1,4,0,,2,14808,236,,,,32,26,2,,8,6,0,,29,,25722,24010,2023-02-11,,0.481,0.449,0,,2,12875,0.241,54.2,,,305,249,6,38,36,1,0.034,,4,6,6.9,,0,5556,0.104
11780,US,,,cbsa,,iso1:us#cbsa:11780,,97241,0.069,other,10.9,,1.12,0.5,,,0.68,2,1,2,4,2,,0,25573,469,,,,342,211,5,,19,13,0,,74,,57329,53305,2023-02-11,,0.59,0.548,1,,2,30511,0.314,76.1,,,5353,4234,162,766,641,20,0.033,,6,212,10.5,,1,13417,0.138
11820,US,,,cbsa,,iso1:us#cbsa:11820,,40224,0.196,other,8.2,,1.09,0.86,,,0.08,2,2,1,4,1,,0,6223,63,,,,42,11,2,,9,1,0,,0,,32126,28107,2023-02-11,,0.799,0.699,0,,3,16145,0.401,57.2,,,1255,1039,43,146,95,4,0.036,,4,14,5.2,,0,7905,0.197
11860,US,,,cbsa,,iso1:us#cbsa:11860,,16073,0.611,other,13.3,,1.16,0.99,,,0.14,3,3,2,4,2,,0,5024,45,,,,25,11,0,,4,0,0,,0,,8866,7864,2023-02-11,,0.552,0.489,0,,3,4076,0.254,93.3,,,25,11,0,4,0,0,0.0,,9,9,0.0,,0,1930,0.12
11900,US,,,cbsa,,iso1:us#cbsa:11900,,65327,0.091,other,18.2,,1.05,0.44,,,0.88,2,1,2,4,1,,3,19731,157,,,,56,38,1,,8,7,0,,83,,36770,34002,2023-02-11,,0.563,0.52,1,,3,19488,0.298,127.1,,,248,189,6,53,44,1,0.032,,6,7,4.9,,0,9688,0.148
11940,US,,,cbsa,,iso1:us#cbsa:11940,,53794,0.218,other,28.7,,1.23,0.51,,,0.4,3,3,3,4,2,,0,19759,284,,,,70,27,3,,10,4,1,,0,,24713,22193,2023-02-11,,0.459,0.413,0,,3,10518,0.196,200.8,,,2181,1765,48,272,204,1,0.027,,4,46,6.9,,1,3528,0.066
11980,US,,,cbsa,,iso1:us#cbsa:11980,,82737,0.097,other,6.4,,0.78,0.62,,,0.95,1,1,1,4,0,,3,18364,464,,,,68,64,1,,8,7,1,,0,,37644,32858,2023-02-11,,0.455,0.397,0,,2,14208,0.172,44.7,,,1195,950,43,188,174,8,0.037,,9,49,11.3,,1,5640,0.068
12020,US,,,cbsa,,iso1:us#cbsa:12020,,213750,0.148,other,9.9,,1.03,0.32,,,,2,2,1,4,1,,4,57371,564,,,,,,,,,,,,0,,117256,106074,2023-02-11,,0.549,0.496,0,,3,54806,0.256,69.2,,,540,308,115,16,305,31,0.041,,,124,4.2,,0,24278,0.114
12060,US,,,cbsa,,iso1:us#cbsa:12060,,6020364,0.122,other,8.6,,1.04,0.1,,,0.81,2,2,1,4,1,,2,1638497,17961,,,,9100,7424,464,,1101,896,84,,3627,,3666327,3234354,2023-02-11,,0.609,0.537,0,,3,1570317,0.261,60.2,,,53961,44112,2525,5870,4773,506,0.053,,748,3041,6.8,,0,633575,0.105
12100,US,,,cbsa,,iso1:us#cbsa:12100,,263670,0.12,other,20.0,,0.95,0.19,,,0.64,2,2,2,4,1,,0,90630,1077,,,,759,494,40,,68,43,3,,62,,222142,185657,2023-02-11,,0.843,0.704,0,,3,95668,0.363,139.9,,,884,566,44,84,47,3,0.05,,67,67,22.8,,2,33893,0.129
12120,US,,,cbsa,,iso1:us#cbsa:12120,,36633,0.07,other,8.2,,0.57,0.55,,,0.29,1,1,1,4,0,,0,12278,191,,,,100,24,1,,14,4,0,,0,,17639,13899,2023-02-11,,0.482,0.379,0,,2,5235,0.143,57.3,,,2118,1537,43,230,178,4,0.023,,4,61,6.2,,0,1497,0.041
12140,US,,,cbsa,,iso1:us#cbsa:12140,,43475,0.107,other,7.6,,0.94,0.73,,,0.46,2,2,1,4,1,,0,13572,162,,,,40,22,0,,8,3,0,,0,,20823,19129,2023-02-11,,0.479,0.44,0,,3,9477,0.218,52.9,,,1471,1126,11,299,223,8,0.01,,4,9,3.3,,0,3075,0.071
12180,US,,,cbsa,,iso1:us#cbsa:12180,,76576,0.137,other,17.3,,0.91,0.47,,,0.89,2,2,2,4,1,,3,20404,190,,,,99,88,11,,9,8,1,,14,,49429,46700,2023-02-11,,0.645,0.61,0,,3,27711,0.362,121.4,,,1085,1011,82,118,107,6,0.072,,35,126,17.1,,1,11254,0.147
12220,US,,,cbsa,,iso1:us#cbsa:12220,,164542,0.176,other,20.1,,1.13,0.23,,,1.0,2,2,2,4,2,,3,47156,398,,,,247,228,6,,24,24,0,,0,,82664,69248,2023-02-11,,0.502,0.421,0,,3,28483,0.173,141.0,,,396,273,7,30,30,1,0.009,,8,15,2.6,,0,9949,0.06
12260,US,,,cbsa,,iso1:us#cbsa:12260,,608980,0.115,other,8.8,,0.95,0.19,,,,2,2,1,4,1,,4,177551,2441,,,,,,,,,,,,0,,371397,314999,2023-02-11,,0.61,0.517,0,,3,127535,0.209,61.6,,,5936,4659,186,1036,833,35,0.031,,,98,5.4,,0,51891,0.085
12300,US,,,cbsa,,iso1:us#cbsa:12300,,122302,0.091,other,13.1,,0.91,0.42,,,0.7,2,1,2,4,1,,0,29820,304,,,,234,204,10,,20,14,1,,23,,107263,92037,2023-02-11,,0.877,0.753,1,,2,54643,0.447,91.6,,,321,267,17,28,19,1,0.049,,11,17,8.9,,0,31806,0.26
12380,US,,,cbsa,,iso1:us#cbsa:12380,,40062,0.174,other,9.3,,0.85,0.77,,,,2,2,1,4,0,,4,13784,82,,,,,,,,,,,,26,,27500,25787,2023-02-11,,0.686,0.644,0,,3,15880,0.396,64.9,,,1395,1119,23,171,111,1,0.016,,,18,8.1,,0,8251,0.206
12420,US,,,cbsa,,iso1:us#cbsa:12420,,2227083,0.152,other,9.0,,0.96,0.1,,,,2,2,1,4,1,,4,586178,3848,,,,3539,2933,86,,433,399,52,,1236,,1836160,1565479,2023-02-11,,0.824,0.703,0,,3,748344,0.336,63.1,,,5138,4200,166,1372,1186,56,0.029,,114,314,5.6,,0,368048,0.165
12460,US,,,cbsa,,iso1:us#cbsa:12460,,26404,0.053,other,13.0,,0.78,0.8,,,0.26,2,1,2,4,0,,0,8576,142,,,,31,10,4,,6,1,0,,0,,15482,13346,2023-02-11,,0.586,0.505,0,,2,5247,0.199,90.9,,,121,60,6,6,1,0,0.028,,4,9,5.0,,0,1426,0.054
12540,US,,,cbsa,,iso1:us#cbsa:12540,,900202,0.034,other,13.9,,1.03,0.12,,,0.73,2,1,2,4,1,,1,308113,2613,,,,745,661,27,,93,68,6,,878,,552831,495359,2023-02-11,,0.614,0.55,4,1342478,2,237511,0.264,97.5,,,745,661,27,93,68,6,0.041,,56,56,6.8,,0,,
12580,US,,,cbsa,,iso1:us#cbsa:12580,,2800053,0.1,other,10.7,,0.98,0.1,,,0.84,2,1,2,4,1,,2,587011,7723,,,,6115,5170,304,,664,555,42,,345,,2396640,2139814,2023-02-11,,0.856,0.764,7,,3,1253414,0.448,75.2,,,15815,14188,602,1853,1555,43,0.045,,243,1240,8.9,,0,628848,0.225
12620,US,,,cbsa,,iso1:us#cbsa:12620,,152148,0.106,other,19.4,,1.03,0.31,,,0.91,2,2,2,4,1,,3,36851,388,,,,414,369,20,,57,52,4,,46,,129854,113047,2023-02-11,,0.853,0.743,0,,3,66747,0.439,136.1,,,588,463,22,73,52,4,0.044,,18,18,7.8,,0,34841,0.229
12660,US,,,cbsa,,iso1:us#cbsa:12660,,64442,0.063,other,7.3,,0.74,0.65,,,0.22,1,1,1,4,0,,0,20827,165,,,,76,52,0,,9,2,0,,5,,45324,42210,2023-02-11,,0.703,0.655,0,,2,27118,0.421,51.2,,,1581,1284,53,144,123,3,0.035,,6,16,6.8,,0,14924,0.232
12680,US,,,cbsa,,iso1:us#cbsa:12680,,46233,0.112,other,21.3,,0.9,0.49,,,0.57,2,2,2,4,0,,0,19079,169,,,,72,33,3,,4,2,0,,0,,28321,24969,2023-02-11,,0.613,0.54,0,,3,12132,0.262,149.2,,,2283,1756,58,191,134,9,0.025,,4,52,4.9,,0,5017,0.109
12700,US,,,cbsa,,iso1:us#cbsa:12700,,212990,0.096,other,15.0,,1.1,0.26,,,0.74,2,1,2,4,1,,1,49064,765,,,,393,299,11,,34,25,1,,193,,,,2023-02-11,,,,8,,3,,,104.9,,,9708,8481,341,762,658,24,0.039,,41,301,12.6,,1,,
12740,US,,,cbsa,,iso1:us#cbsa:12740,,58409,0.03,other,3.4,,0.78,0.82,,,0.43,1,0,1,4,0,,0,14200,79,,,,89,63,6,,14,6,1,,0,,51782,48998,2023-02-11,,,,0,,1,39456,,24.0,,,561,433,18,76,62,3,0.031,,6,14,5.1,,0,,
12780,US,,,cbsa,,iso1:us#cbsa:12780,,51527,0.111,other,12.2,,0.85,0.52,,,0.75,2,2,2,4,0,,1,15564,283,,,,97,68,3,,8,6,0,,44,,30614,24023,2023-02-11,,0.594,0.466,1,,3,10516,0.204,85.4,,,154,80,3,13,6,0,0.019,,5,5,6.0,,0,4774,0.093
12860,US,,,cbsa,,iso1:us#cbsa:12860,,57280,0.099,other,10.7,,0.79,0.65,,,0.78,2,1,2,4,0,,1,16538,223,,,,82,51,6,,9,7,0,,5,,37488,35239,2023-02-11,,0.654,0.615,0,,2,19457,0.34,75.1,,,4149,3621,274,453,358,10,0.067,,4,212,15.2,,1,7835,0.137
12900,US,,,cbsa,,iso1:us#cbsa:12900,,55267,0.132,other,5.7,,0.76,0.85,,,,2,2,1,4,0,,4,18392,352,,,,,,,,,,,,7,,28973,24515,2023-02-11,,0.524,0.444,1,,3,11520,0.208,39.8,,,280,122,15,24,16,1,0.024,,,12,7.2,,0,4278,0.077
12940,US,,,cbsa,,iso1:us#cbsa:12940,,854884,0.111,other,19.0,,1.39,0.17,,,,2,2,2,4,2,,4,282887,2893,,,,,,,,,,,,0,,514152,458106,2023-02-11,,0.601,0.536,0,,3,205927,0.241,133.2,,,15886,11532,337,1429,956,56,0.029,,,336,9.4,,0,61614,0.072
12980,US,,,cbsa,,iso1:us#cbsa:12980,,134159,0.111,other,6.9,,0.9,0.51,,,0.74,2,2,1,4,0,,1,42248,679,,,,190,139,4,,22,16,1,,0,,72584,72195,2023-02-11,,0.541,0.538,0,,3,40103,0.299,48.4,,,228,154,4,28,21,1,0.021,,9,9,5.1,,0,13903,0.104
13020,US,,,cbsa,,iso1:us#cbsa:13020,,103126,0.088,other,6.0,,0.89,0.65,,,0.54,1,1,1,4,0,,0,31521,685,,,,287,203,2,,32,17,1,,0,,61620,60275,2023-02-11,,0.598,0.584,0,,2,34972,0.339,41.7,,,353,236,2,46,20,1,0.015,,7,7,3.5,,0,9968,0.097
13060,US,,,cbsa,,iso1:us#cbsa:13060,,36643,0.129,other,10.9,,1.16,0.87,,,0.83,2,2,2,4,2,,2,10203,185,,,,57,29,1,,4,3,1,,0,,20269,17342,2023-02-11,,0.553,0.473,0,,3,6382,0.174,76.4,,,50,48,2,8,6,1,0.034,,4,9,3.8,,0,2173,0.059
13100,US,,,cbsa,,iso1:us#cbsa:13100,,21513,,other,6.0,,0.82,0.99,,,0.24,1,4,1,4,0,,0,4540,79,,,,22,7,0,,3,0,1,,0,,11282,10186,2023-02-11,,0.524,0.473,0,,1,7194,0.334,41.8,,,276,157,18,43,14,1,0.023,,6,12,5.7,,0,2880,0.134
13140,US,,,cbsa,,iso1:us#cbsa:13140,,392563,0.125,other,9.6,,1.17,0.25,,,,2,2,1,4,2,,4,94388,1514,,,,,,,,,,,,0,,212019,183966,2023-02-11,,0.54,0.469,0,,3,71854,0.183,67.3,,,2033,1648,42,211,185,9,0.026,,,105,6.5,,0,21717,0.055
13180,US,,,cbsa,,iso1:us#cbsa:13180,,87839,0.066,other,12.5,,0.92,0.48,,,0.54,2,1,2,4,1,,0,32667,372,,,,80,54,0,,8,4,0,,15,,50663,47370,2023-02-11,,0.577,0.539,0,,2,28396,0.323,87.7,,,537,352,25,60,35,2,0.051,,4,28,10.6,,1,14187,0.162
13220,US,,,cbsa,,iso1:us#cbsa:13220,,115767,0.155,other,22.7,,1.02,0.29,,,0.87,2,2,2,4,1,,3,46913,652,,,,325,276,25,,37,32,15,,38,,72926,64993,2023-02-11,,0.63,0.561,1,,3,29765,0.257,158.9,,,700,576,50,70,68,3,0.063,,22,56,13.4,,1,9918,0.086
13260,US,,,cbsa,,iso1:us#cbsa:13260,,45370,0.154,other,34.6,,1.45,0.64,,,0.44,3,2,3,4,3,,0,14359,285,,,,30,21,2,,10,4,0,,0,,25582,23327,2023-02-11,,0.564,0.514,0,,3,11612,0.256,242.5,,,55,26,2,10,4,0,0.042,,5,5,7.7,,1,3387,0.075
13300,US,,,cbsa,,iso1:us#cbsa:13300,,32565,0.143,other,10.5,,0.88,0.8,,,0.37,2,2,2,4,0,,0,9915,156,,,,42,12,0,,6,2,0,,0,,20134,16923,2023-02-11,,0.618,0.52,0,,3,6773,0.208,73.7,,,75,12,1,6,2,0,0.006,,4,4,4.2,,0,2057,0.063
